var,n,OR_per_SD,CI_low,CI_high,p
pbi_father_care,2723,1.1411475867289296,1.046312900985928,1.244577805998756,0.002857413236648798
pbi_father_overprotect,2723,0.8930480050966232,0.8205822725248745,0.9719131964100315,0.00879886661676261
pbi_mother_care,2913,1.2561196649887225,1.1554919200430496,1.3655107278574445,8.683174270077097e-08
pbi_mother_overprotect,2913,0.8869106348761213,0.817489302975607,0.9622272381952333,0.003903267128053209
social_conflict,2369,1.196420261025005,1.0885586766569706,1.3149694836727797,0.0001990183695396093
social_support,2369,0.8548234182701077,0.780107316045701,0.9366955819962896,0.0007756224491791647
