feature,coef,SE,CI_lower,CI_upper,p_value,n_obs,n_subjects,p_fdr,p_bonferroni,feature_type
liwc_death,2.350567440113989,0.3593626950370395,1.6462295004541407,3.0549053797738375,6.113607103828094e-11,348.0,104.0,6.419287459019499e-09,6.419287459019499e-09,LIWC
