feature,coef,SE,CI_lower,CI_upper,p_value,n_obs,n_subjects,p_fdr,p_bonferroni,feature_type
liwc_death,2.445518281290974,0.3604512937400008,1.7390467273797046,3.1519898352022433,1.1640761108019642e-11,348,104,1.2222799163420623e-09,1.2222799163420625e-09,LIWC
