subscale,coef,SE,CI_lo,CI_hi,p,n,n_subj,q_fdr
HAMD_Sleep,0.009954086162891144,0.032414047296573566,-0.05357627913157095,0.07348445145735324,0.7587735451891708,348,104,0.7587735451891708
