outcome,feature,coef,SE,CI_lo,CI_hi,p,n,q_fdr,group
BHOL,F0final_sma_de_upleveltime75,0.0574698993285804,0.0527823460197174,-0.04598159788959679,0.16092139654675758,0.276238072305666,348,0.878347263088049,F0
BHOL,F0final_sma_de_upleveltime90,0.05703738270459392,0.055131479294327594,-0.05101833112670387,0.16509309653589171,0.30086970108896316,348,0.878347263088049,F0
BHOL,F0final_sma_de_risetime,-0.0749528489445203,0.06516248872185694,-0.20266897998235733,0.05276328209331675,0.25004283704036967,348,0.8547766586400889,F0
BHOL,F0final_sma_de_leftctime,0.0826922224511299,0.062392583167063656,-0.03959499345873489,0.2049794383609947,0.18505396414872133,348,0.8547766586400889,F0
BHOL,F0final_sma_de_lpgain,-0.018602100951915692,0.05289344564843318,-0.12227134944107157,0.08506714753724018,0.7250706892736603,348,0.9119274306402481,F0
BHOL,F0final_sma_de_lpc0,0.010819526007946919,0.05188743331420522,-0.09087797453811909,0.11251702655401292,0.8348235938303501,348,0.9641624604801227,F0
BHOL,F0final_sma_de_lpc1,-0.006938402818657712,0.05123858571717846,-0.10736418544309591,0.0934873798057805,0.8922848492790201,348,0.9869476008042948,F0
BHOL,F0final_sma_de_lpc2,0.03131459729581948,0.050377839567674276,-0.067424153875759,0.13005334846739797,0.534208417055128,348,0.9119274306402481,F0
BHOL,F0final_sma_de_lpc3,-0.038095399353424604,0.051629255019835674,-0.13928687974093631,0.06309608103408712,0.4605967355217818,348,0.878347263088049,F0
BHOL,F0final_sma_de_lpc4,-0.022258588216901423,0.05139956698341579,-0.12299988832535043,0.07848271189154758,0.6649783648574643,348,0.9119274306402481,F0
BHOL,F0final_sma_ff0_nnz,-0.13223436465685207,0.0692885416782436,-0.268037410887512,0.0035686815738078526,0.0563318733236474,348,0.8547766586400889,F0
BHOL,F0final_sma_ff0_meanSegLen,-0.02918975580203394,0.0645118763868652,-0.1556307100953897,0.09725119849132181,0.6509296795458128,348,0.9119274306402481,F0
BHOL,F0final_sma_ff0_maxSegLen,-0.0515376819330619,0.05848831522198267,-0.16617267328457375,0.06309730941844993,0.37823013323868715,348,0.878347263088049,F0
BHOL,F0final_sma_ff0_segLenStddev,-0.05236695194983492,0.062376212454409344,-0.174622081852496,0.06988817795282617,0.40116971086557374,348,0.878347263088049,F0
HAMD,liwc_analytical_thinking,0.03955441251364369,0.046877432181917464,-0.05232366625063343,0.1314324912779208,0.3987902934570563,348,0.654265325202983,LIWC
HAMD,liwc_clout,0.05500665802521728,0.04934160222971251,-0.04170110528452047,0.15171442133495502,0.26493057817975085,348,0.5918661852951881,LIWC
HAMD,liwc_authentic,-0.045521069060306715,0.046767785412536136,-0.13718424410557525,0.04614210598496182,0.33038315005289476,348,0.630731468282799,LIWC
HAMD,liwc_emotional_tone,-0.20479772217206538,0.04411517326787005,-0.2912618729488349,-0.1183335713952959,3.4448202598395777e-06,348,0.00018085306364157782,LIWC
HAMD,liwc_six_plus_words,0.0778416621384056,0.0450821698592475,-0.010517767130636652,0.16620109140744785,0.08422841364828335,348,0.3537593373227901,LIWC
HAMD,liwc_dictionary_words,-0.11681873135681775,0.04235031198225136,-0.19982381757606552,-0.033813645137569986,0.0058086623252296835,348,0.07623869301863959,LIWC
