feature,coef,SE,CI_lower,CI_upper,p_value,n_obs,n_subjects,p_fdr,p_bonferroni
liwc_analytical_thinking,0.2913962789663444,0.3773810183462076,-0.4482569254412719,1.0310494833739607,0.44002319718480687,348,104,0.6670725223875367,1.0
liwc_affiliation,0.276966785913673,0.3624007886524567,-0.43332570781405394,0.9872592796413999,0.4447150149250244,348,104,0.6670725223875367,1.0
liwc_focus_future,0.25452844892169535,0.34303643967761716,-0.4178106182312811,0.9268675160746718,0.45809544140851166,348,104,0.6679528551500289,1.0
liwc_action,-0.2724446538188519,0.36928560165974494,-0.9962311330811568,0.45134182544345297,0.4606594676557979,348,104,0.6679528551500289,1.0
liwc_affective_processes,-0.26312208956149713,0.3596316198025982,-0.9679871120763914,0.4417429329533971,0.46438627072335337,348,104,0.6679528551500289,1.0
liwc_we,-0.23677374085591127,0.3435449610271999,-0.9101094915394395,0.43656200982761695,0.49069273964836935,348,104,0.6961166425449022,1.0
liwc_perceptual_processes,0.24883697191695123,0.3668208793073961,-0.47011874030285916,0.9677926841367616,0.49754284191772347,348,104,0.6961166425449022,1.0
liwc_hear,-0.24314462432990624,0.363751994812099,-0.9560854334662209,0.4697961848064084,0.5038558555563102,348,104,0.6961166425449022,1.0
liwc_sexual,-0.21435420333104244,0.3334935054494418,-0.8679894630899605,0.4392810564278757,0.5203838938026952,348,104,0.709614400640039,1.0
liwc_anxiety_words,-0.1997214876695233,0.36593076614852954,-0.91693261015579,0.5174896348167435,0.5852100447043007,348,104,0.7877827524865586,1.0
liwc_informal_language,0.20392238877892419,0.38901146063115283,-0.5585260636314564,0.9663708411893048,0.6001348265024533,348,104,0.7950630923967973,1.0
liwc_cognitive_processes,-0.2052663156982594,0.39770135059974443,-0.9847466394766955,0.5742140080801768,0.6057623561118455,348,104,0.7950630923967973,1.0
liwc_friends,0.17442299111488738,0.38066861118498396,-0.5716737768525624,0.9205197590823371,0.6468075644436911,348,104,0.8328888920893435,1.0
liwc_function_words,0.18114929915182765,0.39976285092692054,-0.6023714910219912,0.9646700893256465,0.6504465633459635,348,104,0.8328888920893435,1.0
liwc_swear_words,-0.12480603757707968,0.3223083689206379,-0.7565188325773788,0.5069067574232196,0.6985892316399551,348,104,0.8700270743610364,1.0
liwc_money,0.16517546221217905,0.4303624120456513,-0.6783193656970842,1.0086702901214424,0.7011226087558762,348,104,0.8700270743610364,1.0
liwc_other_punctuation,0.12447317228347284,0.3279821041907423,-0.5183599395040456,0.7673062840709913,0.704307631625601,348,104,0.8700270743610364,1.0
liwc_concrete,-0.1423480856210454,0.4104251671656645,-0.946766631614579,0.6620704603724882,0.7287184429744499,348,104,0.8897143780502005,1.0
liwc_insight,-0.12413915292912159,0.3907135621002123,-0.8899236629168915,0.6416453570586483,0.7506941547278015,348,104,0.9060101867404501,1.0
liwc_differentiation,-0.10706690158142959,0.38689214771657926,-0.8653615770072755,0.6512277738444162,0.7819829933193444,348,104,0.9330478897560359,1.0
liwc_agency_language,0.09753461859491476,0.3813855090393475,-0.6499672433476815,0.845036480537511,0.7981534519697284,348,104,0.9360750389773259,1.0
liwc_prepositions,-0.0817689619876618,0.3432116315149102,-0.754451398832118,0.5909134748567944,0.8116899314884838,348,104,0.9360750389773259,1.0
liwc_power,0.07600392021927072,0.3343675064650667,-0.5793443500527237,0.7313521904912651,0.820185389794643,348,104,0.9360750389773259,1.0
liwc_assent,-0.08976046881284419,0.40515377704968053,-0.8838472800305888,0.7043263424049004,0.8246668044296148,348,104,0.9360750389773259,1.0
liwc_articles,0.07172184023131696,0.38326799434765824,-0.6794696251169942,0.8229133055796282,0.8515568649959641,348,104,0.9360750389773259,1.0
liwc_risk,-0.06395734578121579,0.3525854938053517,-0.7550122151109755,0.6270975235485439,0.8560573203041311,348,104,0.9360750389773259,1.0
liwc_abstract,0.07041236948615069,0.39374169738305653,-0.7013071765963089,0.8421319155686103,0.8580721022750564,348,104,0.9360750389773259,1.0
liwc_home,0.06465432888512594,0.36164781940149426,-0.6441623722292487,0.7734710299995005,0.8581127694479344,348,104,0.9360750389773259,1.0
liwc_anger_words,0.062093916475453405,0.3808025497237844,-0.6842653662041872,0.808453199155094,0.8704706710738421,348,104,0.9360750389773259,1.0
liwc_commas,-0.05860616415680083,0.37903036923800193,-0.8014920369102031,0.6842797085966014,0.8771198858648217,348,104,0.9360750389773259,1.0
liwc_biological_processes,-0.05531196312093498,0.37539782709646125,-0.7910781841045934,0.6804542578627234,0.8828618801653437,348,104,0.9360750389773259,1.0
liwc_interrogatives,-0.04984294803277839,0.36540043933726624,-0.766014649068933,0.6663287530033764,0.8915000371212627,348,104,0.9360750389773259,1.0
liwc_question_marks,0.026677132046292403,0.344360348110036,-0.6482567479530539,0.7016110120456387,0.9382507282134894,348,104,0.9731006424840475,1.0
