subscale,coef,SE,CI_lo,CI_hi,p,n,n_subj,q_fdr
BAI_Somatic,0.2232469787565057,0.06169140267302182,0.10233405136162492,0.3441599061513865,0.0002960069089882551,348,104,0.0005920138179765102
HAMD_Somatic,0.07470997291426937,0.055291769049824524,-0.03365990306489314,0.18307984889343187,0.17663291193679986,348,104,0.17663291193679986
